,State,City,Area,Year,Season,SO2,NO2,RSPM,SPM,PM_2.5
412,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2013.0,Spring,4.25,17.04,68.86,,
413,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2013.0,Summer,4.16,16.62,61.78,,
414,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2013.0,Winter,4.64,17.5,61.5,,
415,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2014.0,Autumn,4.63,21.86,60.77,,
416,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2014.0,Spring,4.81,21.07,64.44,,
417,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2014.0,Summer,4.79,22.72,65.17,,
418,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2014.0,Winter,4.88,20.18,62.59,,
419,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2015.0,Autumn,4.95,30.09,65.95,,
420,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2015.0,Spring,5.0,27.7,68.41,,
421,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2015.0,Summer,5.0,29.96,67.59,,
422,Andhra Pradesh,Ongole,"Residential, Rural and other Areas",2015.0,Winter,5.0,26.93,65.44,,
467,Andhra Pradesh,Ramagundam,Residential and others,2006.0,Autumn,46.7,22.0,87.75,230.5,
468,Andhra Pradesh,Ramagundam,Residential and others,2006.0,Spring,91.7,14.1,50.0,261.0,
469,Andhra Pradesh,Ramagundam,Residential and others,2006.0,Summer,91.1,25.2,156.0,295.0,
470,Andhra Pradesh,Ramagundam,Residential and others,2006.0,Winter,45.4,18.5,67.0,235.0,
471,Andhra Pradesh,Ramagundam,Residential and others,2007.0,Autumn,4.01,11.7,80.35,257.9,
472,Andhra Pradesh,Ramagundam,Residential and others,2007.0,Spring,4.48,10.86,62.58,213.0,
473,Andhra Pradesh,Ramagundam,Residential and others,2007.0,Summer,4.67,11.52,45.9,157.1,
474,Andhra Pradesh,Ramagundam,Residential and others,2007.0,Winter,4.3,13.95,75.25,234.25,
475,Andhra Pradesh,Ramagundam,Residential and others,2008.0,Autumn,4.48,18.54,78.22,243.63,
476,Andhra Pradesh,Ramagundam,Residential and others,2008.0,Spring,4.99,15.17,81.96,254.48,
477,Andhra Pradesh,Ramagundam,Residential and others,2008.0,Summer,4.17,15.21,70.68,222.6,
478,Andhra Pradesh,Ramagundam,Residential and others,2008.0,Winter,4.17,24.28,120.71,339.5,
479,Andhra Pradesh,Ramagundam,Residential and others,2009.0,Autumn,4.1,11.65,86.95,256.68,
480,Andhra Pradesh,Ramagundam,Residential and others,2009.0,Spring,4.09,14.51,107.33,271.54,
481,Andhra Pradesh,Ramagundam,Residential and others,2009.0,Summer,4.04,11.45,71.12,206.18,
482,Andhra Pradesh,Ramagundam,Residential and others,2009.0,Winter,4.16,21.82,144.19,374.0,
483,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2010.0,Autumn,4.28,10.17,55.38,,
484,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2010.0,Spring,3.56,11.8,78.08,,
485,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2010.0,Summer,4.36,10.77,56.86,,
486,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2010.0,Winter,5.05,17.73,86.18,,
487,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2011.0,Autumn,6.4,12.9,50.33,162.33,
488,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2011.0,Spring,5.6,9.78,71.18,184.0,
489,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2011.0,Summer,5.73,17.43,26.1,83.1,
490,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2011.0,Winter,2.5,,44.0,73.0,
491,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2012.0,Autumn,5.95,14.85,75.82,,
492,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2012.0,Spring,9.05,8.81,95.27,,
493,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2012.0,Summer,3.39,9.11,51.51,,
494,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2012.0,Winter,5.09,11.88,97.99,,
495,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2013.0,Autumn,5.71,12.0,67.53,,
496,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2013.0,Spring,14.0,16.05,86.18,,
497,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2013.0,Summer,8.76,15.9,59.62,,
498,Andhra Pradesh,Ramagundam,"Residential, Rural and other Areas",2013.0,Winter,12.38,15.95,120.14,,
507,Andhra Pradesh,Srikakulam,Industrial Area,2013.0,Autumn,14.19,19.27,70.33,,
508,Andhra Pradesh,Srikakulam,Industrial Area,2013.0,Spring,8.63,13.26,86.19,,
509,Andhra Pradesh,Srikakulam,Industrial Area,2013.0,Summer,11.15,17.96,69.54,,
510,Andhra Pradesh,Srikakulam,Industrial Area,2013.0,Winter,8.27,12.65,79.38,,
511,Andhra Pradesh,Srikakulam,Industrial Area,2014.0,Autumn,13.95,22.1,65.52,,
512,Andhra Pradesh,Srikakulam,Industrial Area,2014.0,Spring,15.88,24.12,70.65,,
513,Andhra Pradesh,Srikakulam,Industrial Area,2014.0,Summer,12.54,20.19,72.0,,
514,Andhra Pradesh,Srikakulam,Industrial Area,2014.0,Winter,14.15,22.59,68.96,,
515,Andhra Pradesh,Srikakulam,Industrial Area,2015.0,Autumn,9.96,22.74,74.59,,
516,Andhra Pradesh,Srikakulam,Industrial Area,2015.0,Spring,10.44,22.74,76.3,,
517,Andhra Pradesh,Srikakulam,Industrial Area,2015.0,Summer,9.32,21.68,68.96,,
518,Andhra Pradesh,Srikakulam,Industrial Area,2015.0,Winter,9.7,22.56,70.04,,
559,Andhra Pradesh,Vijayawada,Industrial Area,2010.0,Autumn,8.67,16.41,84.15,,
560,Andhra Pradesh,Vijayawada,Industrial Area,2010.0,Spring,5.24,13.21,126.03,,
561,Andhra Pradesh,Vijayawada,Industrial Area,2010.0,Summer,8.68,16.04,96.18,,
562,Andhra Pradesh,Vijayawada,Industrial Area,2010.0,Winter,6.48,14.76,100.83,,
563,Andhra Pradesh,Vijayawada,Industrial Area,2013.0,Autumn,4.95,22.18,106.41,,
564,Andhra Pradesh,Vijayawada,Industrial Area,2013.0,Spring,5.0,19.92,113.08,,
565,Andhra Pradesh,Vijayawada,Industrial Area,2013.0,Summer,4.8,18.58,104.61,,
566,Andhra Pradesh,Vijayawada,Industrial Area,2013.0,Winter,4.96,19.13,108.74,,
567,Andhra Pradesh,Vijayawada,Industrial Area,2014.0,Autumn,5.0,23.08,106.08,,
568,Andhra Pradesh,Vijayawada,Industrial Area,2014.0,Spring,5.0,23.59,99.52,,
569,Andhra Pradesh,Vijayawada,Industrial Area,2014.0,Summer,5.0,24.72,104.36,,
570,Andhra Pradesh,Vijayawada,Industrial Area,2014.0,Winter,4.94,22.82,104.24,,
571,Andhra Pradesh,Vijayawada,Industrial Area,2015.0,Autumn,5.88,47.28,108.08,,
572,Andhra Pradesh,Vijayawada,Industrial Area,2015.0,Spring,5.41,30.48,108.07,,
573,Andhra Pradesh,Vijayawada,Industrial Area,2015.0,Summer,6.04,39.61,105.48,,
574,Andhra Pradesh,Vijayawada,Industrial Area,2015.0,Winter,5.41,36.96,112.07,,
575,Andhra Pradesh,Vijayawada,Industrial Area,2006.0,Autumn,6.27,31.06,90.39,241.39,
576,Andhra Pradesh,Vijayawada,Industrial Area,2006.0,Spring,5.52,30.42,93.32,248.52,
577,Andhra Pradesh,Vijayawada,Industrial Area,2006.0,Summer,5.97,31.05,91.23,240.82,
578,Andhra Pradesh,Vijayawada,Industrial Area,2006.0,Winter,6.03,29.62,94.0,234.89,
579,Andhra Pradesh,Vijayawada,Industrial Area,2007.0,Autumn,12.68,43.2,90.59,238.56,
580,Andhra Pradesh,Vijayawada,Industrial Area,2007.0,Spring,7.54,33.45,96.14,250.86,
581,Andhra Pradesh,Vijayawada,Industrial Area,2007.0,Summer,7.65,34.24,87.52,239.04,
582,Andhra Pradesh,Vijayawada,Industrial Area,2007.0,Winter,6.87,36.78,94.19,238.67,
583,Andhra Pradesh,Vijayawada,Industrial Area,2008.0,Autumn,4.89,25.16,94.37,247.96,
584,Andhra Pradesh,Vijayawada,Industrial Area,2008.0,Spring,5.9,33.19,101.26,240.0,
585,Andhra Pradesh,Vijayawada,Industrial Area,2008.0,Summer,5.72,26.91,106.77,235.92,
586,Andhra Pradesh,Vijayawada,Industrial Area,2008.0,Winter,5.7,32.47,102.3,227.4,
587,Andhra Pradesh,Vijayawada,Industrial Area,2009.0,Autumn,5.13,15.1,89.23,258.41,
588,Andhra Pradesh,Vijayawada,Industrial Area,2009.0,Spring,4.52,14.34,77.78,176.04,
589,Andhra Pradesh,Vijayawada,Industrial Area,2009.0,Summer,4.5,14.42,86.32,208.36,
590,Andhra Pradesh,Vijayawada,Industrial Area,2009.0,Winter,4.64,13.77,87.64,204.59,
591,Andhra Pradesh,Vijayawada,Residential and others,2005.0,Autumn,5.8,31.06,75.0,158.0,
592,Andhra Pradesh,Vijayawada,Residential and others,2005.0,Spring,6.1,31.25,82.0,170.0,
593,Andhra Pradesh,Vijayawada,Residential and others,2005.0,Summer,5.65,33.65,83.5,157.5,
594,Andhra Pradesh,Vijayawada,Residential and others,2005.0,Winter,5.82,30.92,63.67,159.0,
595,Andhra Pradesh,Vijayawada,Residential and others,2006.0,Autumn,5.64,31.73,79.91,178.96,
596,Andhra Pradesh,Vijayawada,Residential and others,2006.0,Spring,5.16,32.21,80.48,176.0,
597,Andhra Pradesh,Vijayawada,Residential and others,2006.0,Summer,5.2,34.58,80.54,174.15,
598,Andhra Pradesh,Vijayawada,Residential and others,2006.0,Winter,5.15,29.72,82.0,182.88,
599,Andhra Pradesh,Vijayawada,Residential and others,2007.0,Autumn,5.66,47.41,81.93,185.78,
600,Andhra Pradesh,Vijayawada,Residential and others,2007.0,Spring,5.79,32.52,84.87,175.43,
601,Andhra Pradesh,Vijayawada,Residential and others,2007.0,Summer,5.89,31.0,83.56,172.76,
602,Andhra Pradesh,Vijayawada,Residential and others,2007.0,Winter,5.77,33.07,87.63,187.15,
603,Andhra Pradesh,Vijayawada,Residential and others,2008.0,Autumn,4.74,21.82,77.85,180.56,
604,Andhra Pradesh,Vijayawada,Residential and others,2008.0,Spring,5.76,29.63,96.52,216.41,
605,Andhra Pradesh,Vijayawada,Residential and others,2008.0,Summer,5.27,26.26,96.19,207.88,
606,Andhra Pradesh,Vijayawada,Residential and others,2008.0,Winter,5.85,27.35,95.07,198.93,
607,Andhra Pradesh,Vijayawada,Residential and others,2009.0,Autumn,4.8,13.05,68.23,198.05,
608,Andhra Pradesh,Vijayawada,Residential and others,2009.0,Spring,4.58,13.56,78.52,178.96,
609,Andhra Pradesh,Vijayawada,Residential and others,2009.0,Summer,4.53,12.51,76.2,182.76,
610,Andhra Pradesh,Vijayawada,Residential and others,2009.0,Winter,4.51,13.47,73.91,181.45,
611,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2010.0,Autumn,5.11,13.41,76.93,,
612,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2010.0,Spring,3.76,11.76,91.59,,
613,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2010.0,Summer,4.5,12.11,86.43,,
614,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2010.0,Winter,4.45,11.66,80.1,,
615,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2012.0,Autumn,5.17,12.7,89.13,,
616,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2012.0,Spring,6.69,11.57,98.86,,
617,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2012.0,Summer,6.63,11.63,93.37,,
618,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2012.0,Winter,5.97,12.67,97.9,,
619,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2013.0,Autumn,4.8,19.63,98.15,,
620,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2013.0,Spring,4.98,19.85,111.41,,
621,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2013.0,Summer,4.67,17.75,93.84,,
622,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2013.0,Winter,4.82,20.06,106.36,,
623,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2014.0,Autumn,4.88,24.03,99.47,,
624,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2014.0,Spring,4.94,24.59,96.22,,
625,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2014.0,Summer,4.96,25.0,97.6,,
626,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2014.0,Winter,4.85,23.35,102.24,,
627,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2015.0,Autumn,5.36,45.7,108.36,,
628,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2015.0,Spring,5.43,28.93,107.54,,
629,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2015.0,Summer,5.87,37.48,106.91,,
630,Andhra Pradesh,Vijayawada,"Residential, Rural and other Areas",2015.0,Winter,5.26,35.87,115.09,,
631,Andhra Pradesh,Visakhapatnam,Industrial Area,2004.0,Autumn,10.47,32.47,92.4,139.93,
632,Andhra Pradesh,Visakhapatnam,Industrial Area,2004.0,Spring,9.63,32.03,93.17,140.7,
633,Andhra Pradesh,Visakhapatnam,Industrial Area,2004.0,Summer,10.63,32.57,86.8,134.17,
634,Andhra Pradesh,Visakhapatnam,Industrial Area,2004.0,Winter,10.37,29.83,90.9,139.03,
635,Andhra Pradesh,Visakhapatnam,Industrial Area,2010.0,Autumn,4.56,11.98,50.8,,
636,Andhra Pradesh,Visakhapatnam,Industrial Area,2010.0,Spring,4.96,12.49,59.11,,
637,Andhra Pradesh,Visakhapatnam,Industrial Area,2010.0,Summer,4.63,11.94,47.54,,
638,Andhra Pradesh,Visakhapatnam,Industrial Area,2010.0,Winter,5.27,13.12,68.76,,
639,Andhra Pradesh,Visakhapatnam,Industrial Area,2012.0,Autumn,9.87,10.62,45.38,,
640,Andhra Pradesh,Visakhapatnam,Industrial Area,2012.0,Spring,7.96,11.02,45.04,,
641,Andhra Pradesh,Visakhapatnam,Industrial Area,2012.0,Summer,10.88,11.77,48.79,,
642,Andhra Pradesh,Visakhapatnam,Industrial Area,2012.0,Winter,10.21,12.72,48.02,,
643,Andhra Pradesh,Visakhapatnam,Industrial Area,2013.0,Autumn,13.2,21.72,39.7,,
644,Andhra Pradesh,Visakhapatnam,Industrial Area,2013.0,Spring,11.31,12.95,53.13,,
645,Andhra Pradesh,Visakhapatnam,Industrial Area,2013.0,Summer,9.17,13.99,46.86,,
646,Andhra Pradesh,Visakhapatnam,Industrial Area,2013.0,Winter,9.91,13.19,50.01,,
647,Andhra Pradesh,Visakhapatnam,Industrial Area,2014.0,Autumn,11.62,17.81,47.01,,
648,Andhra Pradesh,Visakhapatnam,Industrial Area,2014.0,Spring,11.12,15.85,60.57,,
649,Andhra Pradesh,Visakhapatnam,Industrial Area,2014.0,Summer,10.3,15.63,52.06,,
650,Andhra Pradesh,Visakhapatnam,Industrial Area,2014.0,Winter,11.94,18.1,56.99,,
651,Andhra Pradesh,Visakhapatnam,Industrial Area,2015.0,Autumn,7.45,16.82,54.65,,
652,Andhra Pradesh,Visakhapatnam,Industrial Area,2015.0,Spring,8.46,15.16,67.05,,
653,Andhra Pradesh,Visakhapatnam,Industrial Area,2015.0,Summer,7.51,16.69,42.88,,
654,Andhra Pradesh,Visakhapatnam,Industrial Area,2015.0,Winter,8.31,16.23,57.21,,
655,Andhra Pradesh,Visakhapatnam,Industrial Area,2005.0,Autumn,11.36,32.34,89.14,180.29,
656,Andhra Pradesh,Visakhapatnam,Industrial Area,2005.0,Spring,13.2,35.8,107.0,212.0,
657,Andhra Pradesh,Visakhapatnam,Industrial Area,2005.0,Summer,9.3,29.75,86.0,173.0,
658,Andhra Pradesh,Visakhapatnam,Industrial Area,2005.0,Winter,17.1,37.1,228.0,386.0,
659,Andhra Pradesh,Visakhapatnam,Industrial Area,2006.0,Autumn,11.54,31.29,92.4,182.47,
660,Andhra Pradesh,Visakhapatnam,Industrial Area,2006.0,Spring,11.99,32.28,92.33,192.63,
661,Andhra Pradesh,Visakhapatnam,Industrial Area,2006.0,Summer,11.02,31.9,91.55,183.52,
662,Andhra Pradesh,Visakhapatnam,Industrial Area,2006.0,Winter,11.5,32.42,93.7,189.27,
663,Andhra Pradesh,Visakhapatnam,Industrial Area,2007.0,Autumn,8.33,30.67,90.3,181.5,
664,Andhra Pradesh,Visakhapatnam,Industrial Area,2007.0,Spring,8.1,31.65,88.97,181.17,
665,Andhra Pradesh,Visakhapatnam,Industrial Area,2007.0,Summer,8.0,29.45,88.5,178.57,
666,Andhra Pradesh,Visakhapatnam,Industrial Area,2007.0,Winter,8.46,29.79,95.0,190.2,
667,Andhra Pradesh,Visakhapatnam,Industrial Area,2008.0,Autumn,11.55,22.57,59.31,127.81,
668,Andhra Pradesh,Visakhapatnam,Industrial Area,2008.0,Spring,8.45,31.33,77.97,159.73,
669,Andhra Pradesh,Visakhapatnam,Industrial Area,2008.0,Summer,8.88,29.01,61.96,129.19,
670,Andhra Pradesh,Visakhapatnam,Industrial Area,2008.0,Winter,9.58,27.83,75.55,152.66,
671,Andhra Pradesh,Visakhapatnam,Industrial Area,2009.0,Autumn,13.16,24.66,95.72,180.69,
672,Andhra Pradesh,Visakhapatnam,Industrial Area,2009.0,Spring,17.75,30.35,94.48,194.11,
673,Andhra Pradesh,Visakhapatnam,Industrial Area,2009.0,Summer,9.96,23.94,85.59,171.52,
674,Andhra Pradesh,Visakhapatnam,Industrial Area,2009.0,Winter,26.41,38.34,88.26,192.21,
675,Andhra Pradesh,Visakhapatnam,Residential and others,2005.0,Autumn,12.53,32.21,88.85,178.4,
676,Andhra Pradesh,Visakhapatnam,Residential and others,2005.0,Spring,11.3,34.93,94.33,193.0,
677,Andhra Pradesh,Visakhapatnam,Residential and others,2005.0,Summer,10.0,32.45,85.5,172.25,
678,Andhra Pradesh,Visakhapatnam,Residential and others,2005.0,Winter,12.85,35.35,163.75,284.25,
679,Andhra Pradesh,Visakhapatnam,Residential and others,2006.0,Autumn,11.17,31.52,112.82,226.8,
680,Andhra Pradesh,Visakhapatnam,Residential and others,2006.0,Spring,11.65,33.07,108.07,217.99,
681,Andhra Pradesh,Visakhapatnam,Residential and others,2006.0,Summer,11.78,32.64,106.67,214.83,
682,Andhra Pradesh,Visakhapatnam,Residential and others,2006.0,Winter,11.28,32.54,101.67,205.08,
683,Andhra Pradesh,Visakhapatnam,Residential and others,2007.0,Autumn,8.51,30.97,98.27,198.32,
684,Andhra Pradesh,Visakhapatnam,Residential and others,2007.0,Spring,8.5,30.57,90.59,183.7,
685,Andhra Pradesh,Visakhapatnam,Residential and others,2007.0,Summer,8.35,30.24,93.16,187.36,
686,Andhra Pradesh,Visakhapatnam,Residential and others,2007.0,Winter,8.97,30.9,97.96,198.66,
687,Andhra Pradesh,Visakhapatnam,Residential and others,2008.0,Autumn,9.61,28.41,74.5,173.44,
688,Andhra Pradesh,Visakhapatnam,Residential and others,2008.0,Spring,9.83,32.11,90.45,195.5,
689,Andhra Pradesh,Visakhapatnam,Residential and others,2008.0,Summer,10.63,30.64,79.03,197.93,
690,Andhra Pradesh,Visakhapatnam,Residential and others,2008.0,Winter,9.97,31.42,100.5,218.4,
691,Andhra Pradesh,Visakhapatnam,Residential and others,2009.0,Autumn,11.51,30.08,99.25,225.96,
692,Andhra Pradesh,Visakhapatnam,Residential and others,2009.0,Spring,11.59,34.83,94.32,247.72,
693,Andhra Pradesh,Visakhapatnam,Residential and others,2009.0,Summer,10.22,28.79,92.56,213.89,
694,Andhra Pradesh,Visakhapatnam,Residential and others,2009.0,Winter,15.07,37.74,106.23,247.19,
695,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2004.0,Autumn,10.73,32.98,91.91,137.54,
696,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2004.0,Spring,10.06,32.31,93.21,140.22,
697,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2004.0,Summer,10.47,32.38,87.46,133.66,
698,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2004.0,Winter,10.41,31.7,95.11,142.53,
699,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2010.0,Autumn,8.02,19.69,80.92,,
700,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2010.0,Spring,8.44,20.54,91.79,,
701,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2010.0,Summer,8.2,18.45,61.55,,
702,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2010.0,Winter,7.88,19.71,95.2,,
703,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2012.0,Autumn,17.04,14.33,69.68,,
704,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2012.0,Spring,15.03,14.28,83.11,,
705,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2012.0,Summer,17.38,16.61,78.54,,
706,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2012.0,Winter,14.54,16.38,84.9,,
707,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2013.0,Autumn,16.82,26.81,70.03,,
708,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2013.0,Spring,18.25,18.23,107.42,,
709,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2013.0,Summer,13.26,18.98,85.14,,
710,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2013.0,Winter,13.09,16.26,90.37,,
711,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2014.0,Autumn,17.26,29.24,70.64,,
712,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2014.0,Spring,15.89,24.3,86.43,,
713,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2014.0,Summer,14.05,23.31,74.01,,
714,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2014.0,Winter,15.58,25.67,80.27,,
715,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2015.0,Autumn,10.14,23.23,75.73,,
716,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2015.0,Spring,10.15,19.44,70.37,,
717,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2015.0,Summer,8.38,21.46,57.51,,
718,Andhra Pradesh,Visakhapatnam,"Residential, Rural and other Areas",2015.0,Winter,9.72,21.76,67.17,,
719,Andhra Pradesh,Visakhapatnam,Sensitive Area,2004.0,Autumn,10.36,31.48,85.48,117.72,
720,Andhra Pradesh,Visakhapatnam,Sensitive Area,2004.0,Spring,9.0,30.14,75.0,112.0,
721,Andhra Pradesh,Visakhapatnam,Sensitive Area,2004.0,Summer,9.48,30.8,74.52,115.36,
722,Andhra Pradesh,Visakhapatnam,Sensitive Area,2004.0,Winter,10.15,31.46,79.46,120.69,
723,Andhra Pradesh,Visakhapatnam,Sensitive Area,2010.0,Autumn,7.44,16.22,55.04,,
724,Andhra Pradesh,Visakhapatnam,Sensitive Area,2010.0,Spring,5.71,17.07,65.25,,
725,Andhra Pradesh,Visakhapatnam,Sensitive Area,2010.0,Summer,5.44,13.56,54.22,,
726,Andhra Pradesh,Visakhapatnam,Sensitive Area,2010.0,Winter,6.69,16.88,67.0,,
727,Andhra Pradesh,Visakhapatnam,Sensitive Area,2012.0,Autumn,6.56,10.7,53.3,,
728,Andhra Pradesh,Visakhapatnam,Sensitive Area,2012.0,Spring,7.37,11.93,53.3,,
729,Andhra Pradesh,Visakhapatnam,Sensitive Area,2012.0,Summer,9.19,11.93,36.7,,
730,Andhra Pradesh,Visakhapatnam,Sensitive Area,2012.0,Winter,9.52,13.96,62.26,,
731,Andhra Pradesh,Visakhapatnam,Sensitive Area,2013.0,Autumn,12.1,17.93,38.86,,
732,Andhra Pradesh,Visakhapatnam,Sensitive Area,2013.0,Spring,16.42,15.04,58.19,,
733,Andhra Pradesh,Visakhapatnam,Sensitive Area,2013.0,Summer,11.12,16.81,49.65,,
734,Andhra Pradesh,Visakhapatnam,Sensitive Area,2013.0,Winter,9.63,13.44,50.93,,
735,Andhra Pradesh,Visakhapatnam,Sensitive Area,2014.0,Autumn,12.08,19.12,65.54,,
736,Andhra Pradesh,Visakhapatnam,Sensitive Area,2014.0,Spring,13.41,19.41,54.04,,
737,Andhra Pradesh,Visakhapatnam,Sensitive Area,2014.0,Summer,10.89,17.44,51.96,,
738,Andhra Pradesh,Visakhapatnam,Sensitive Area,2014.0,Winter,12.37,17.96,53.11,,
739,Andhra Pradesh,Visakhapatnam,Sensitive Area,2015.0,Autumn,8.92,18.96,53.56,,
740,Andhra Pradesh,Visakhapatnam,Sensitive Area,2015.0,Spring,7.67,14.81,58.3,,
741,Andhra Pradesh,Visakhapatnam,Sensitive Area,2015.0,Summer,7.81,19.46,42.41,,
742,Andhra Pradesh,Visakhapatnam,Sensitive Area,2015.0,Winter,7.3,14.22,42.63,,
743,Andhra Pradesh,Visakhapatnam,Sensitive Area,2005.0,Autumn,10.7,31.7,73.14,151.57,
744,Andhra Pradesh,Visakhapatnam,Sensitive Area,2005.0,Spring,11.6,31.3,71.0,151.0,
