,State,City,Area,Year,Season,SO2,NO2,RSPM,SPM,PM_2.5
7613,Madhya Pradesh,Ujjain,Sensitive Area,2012.0,Summer,11.09,11.59,45.93,,
7614,Madhya Pradesh,Ujjain,Sensitive Area,2012.0,Winter,11.62,12.12,54.86,,
7615,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Autumn,13.34,13.91,63.19,,
7616,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Spring,13.26,13.94,60.15,,
7617,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Summer,11.64,12.38,48.5,,
7618,Madhya Pradesh,Ujjain,Sensitive Area,2013.0,Winter,12.52,13.01,61.82,,
7619,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Autumn,12.79,13.43,87.47,,
7620,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Spring,13.52,14.28,89.52,,
7621,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Summer,12.64,13.43,79.69,,
7622,Madhya Pradesh,Ujjain,Sensitive Area,2014.0,Winter,12.35,13.2,81.1,,
7623,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Autumn,12.39,13.44,98.06,,
7624,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Spring,13.35,14.0,79.35,,
7625,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Summer,12.0,12.81,58.06,,
7626,Madhya Pradesh,Ujjain,Sensitive Area,2015.0,Winter,12.87,14.22,97.52,,
7627,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Autumn,16.16,13.93,60.0,131.79,
7628,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Spring,14.73,12.82,58.75,139.38,
7629,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Summer,17.31,14.54,48.11,106.11,
7630,Madhya Pradesh,Ujjain,Sensitive Area,2006.0,Winter,16.99,13.97,59.78,132.44,
7631,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Autumn,12.81,14.02,109.5,232.04,
7632,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Spring,14.59,15.25,118.57,251.86,
7633,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Summer,12.79,13.44,102.89,219.84,
7634,Madhya Pradesh,Ujjain,Sensitive Area,2007.0,Winter,14.8,16.09,112.09,241.14,
7635,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Autumn,11.93,12.7,93.11,196.89,
7636,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Spring,11.96,12.63,63.52,137.14,
7637,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Summer,10.35,11.25,67.29,145.12,
7638,Madhya Pradesh,Ujjain,Sensitive Area,2008.0,Winter,12.09,13.01,101.25,214.0,
7639,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Autumn,9.7,10.85,55.45,115.14,
7640,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Spring,10.87,11.71,65.5,136.62,
7641,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Summer,8.59,9.77,54.53,111.6,
7642,Madhya Pradesh,Ujjain,Sensitive Area,2009.0,Winter,10.48,11.16,63.14,126.81,
7643,Maharashtra,Akola,Industrial Area,2011.0,Autumn,9.1,10.76,140.81,,
7644,Maharashtra,Akola,Industrial Area,2011.0,Spring,11.77,13.38,156.62,,
7645,Maharashtra,Akola,Industrial Area,2011.0,Summer,8.27,10.45,122.0,,
7646,Maharashtra,Akola,Industrial Area,2011.0,Winter,10.62,12.31,148.0,,
7647,Maharashtra,Akola,Industrial Area,2012.0,Autumn,9.11,10.74,135.91,,
7648,Maharashtra,Akola,Industrial Area,2012.0,Spring,11.12,12.76,151.55,,
7649,Maharashtra,Akola,Industrial Area,2012.0,Summer,9.5,11.08,127.65,,
7650,Maharashtra,Akola,Industrial Area,2012.0,Winter,10.38,11.96,144.36,,
7651,Maharashtra,Akola,Industrial Area,2013.0,Autumn,6.85,7.81,125.69,,
7652,Maharashtra,Akola,Industrial Area,2013.0,Summer,7.14,8.0,121.43,,
7653,Maharashtra,Akola,Industrial Area,2013.0,Winter,9.15,10.69,145.35,,
7654,Maharashtra,Akola,Industrial Area,2015.0,Autumn,9.04,10.25,130.32,,
7655,Maharashtra,Akola,Industrial Area,2015.0,Spring,7.38,9.46,126.42,,
7656,Maharashtra,Akola,Industrial Area,2015.0,Summer,7.17,9.17,122.94,,
7657,Maharashtra,Akola,Industrial Area,2015.0,Winter,8.07,9.93,129.11,,
7658,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Autumn,7.1,9.19,123.71,,
7659,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Spring,8.0,9.59,126.12,,
7660,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Summer,6.2,8.35,108.2,,
7661,Maharashtra,Akola,"Residential, Rural and other Areas",2011.0,Winter,7.46,9.23,125.54,,
7662,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Autumn,8.02,9.4,135.48,,
7663,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Spring,8.57,10.12,148.1,,
7664,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Summer,7.41,9.27,125.06,,
7665,Maharashtra,Akola,"Residential, Rural and other Areas",2012.0,Winter,8.29,9.78,144.52,,
7666,Maharashtra,Akola,"Residential, Rural and other Areas",2013.0,Autumn,6.35,7.37,127.03,,
7667,Maharashtra,Akola,"Residential, Rural and other Areas",2013.0,Summer,7.29,8.14,116.67,,
7668,Maharashtra,Akola,"Residential, Rural and other Areas",2013.0,Winter,7.9,9.02,142.61,,
7669,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Autumn,7.42,8.83,143.04,,
7670,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Spring,9.42,11.0,163.79,,
7671,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Summer,8.52,9.39,146.65,,
7672,Maharashtra,Akola,"Residential, Rural and other Areas",2014.0,Winter,8.43,9.65,151.13,,
7673,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Autumn,6.96,7.63,129.37,,
7674,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Spring,6.6,7.4,122.31,,
7675,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Summer,6.66,7.03,123.69,,
7676,Maharashtra,Akola,"Residential, Rural and other Areas",2015.0,Winter,6.88,7.98,129.71,,
7677,Maharashtra,Amravati,Industrial Area,2010.0,Autumn,12.1,14.13,119.24,,
7678,Maharashtra,Amravati,Industrial Area,2010.0,Spring,12.83,14.78,117.89,,
7679,Maharashtra,Amravati,Industrial Area,2010.0,Summer,11.06,12.96,114.92,,
7680,Maharashtra,Amravati,Industrial Area,2010.0,Winter,12.38,14.43,130.35,,
7681,Maharashtra,Amravati,Industrial Area,2011.0,Autumn,11.04,12.48,95.12,,
7682,Maharashtra,Amravati,Industrial Area,2011.0,Spring,12.05,13.89,125.47,,
7683,Maharashtra,Amravati,Industrial Area,2011.0,Summer,10.52,12.52,94.91,,
7684,Maharashtra,Amravati,Industrial Area,2011.0,Winter,11.05,13.0,109.63,,
7685,Maharashtra,Amravati,Industrial Area,2012.0,Autumn,11.73,13.46,97.42,,
7686,Maharashtra,Amravati,Industrial Area,2012.0,Spring,11.96,13.69,110.85,,
7687,Maharashtra,Amravati,Industrial Area,2012.0,Summer,11.67,13.14,99.76,,
7688,Maharashtra,Amravati,Industrial Area,2012.0,Winter,11.64,13.44,98.92,,
7689,Maharashtra,Amravati,Industrial Area,2013.0,Autumn,12.09,14.22,56.83,,
7690,Maharashtra,Amravati,Industrial Area,2013.0,Spring,11.89,13.63,56.67,,
7691,Maharashtra,Amravati,Industrial Area,2013.0,Summer,11.91,13.64,57.91,,
7692,Maharashtra,Amravati,Industrial Area,2013.0,Winter,11.54,13.42,55.12,,
7693,Maharashtra,Amravati,Industrial Area,2015.0,Autumn,11.38,12.46,104.42,,
7694,Maharashtra,Amravati,Industrial Area,2015.0,Spring,12.35,13.82,118.0,,
7695,Maharashtra,Amravati,Industrial Area,2015.0,Summer,11.85,13.92,113.62,,
7696,Maharashtra,Amravati,Industrial Area,2015.0,Winter,11.92,13.46,105.96,,
7697,Maharashtra,Amravati,Industrial Area,2006.0,Autumn,12.9,22.07,,,
7698,Maharashtra,Amravati,Industrial Area,2006.0,Summer,12.5,19.23,,,
7699,Maharashtra,Amravati,Industrial Area,2006.0,Winter,11.53,13.9,,,
7700,Maharashtra,Amravati,Industrial Area,2007.0,Autumn,9.48,12.36,59.38,,
7701,Maharashtra,Amravati,Industrial Area,2007.0,Spring,11.06,13.97,75.0,,
7702,Maharashtra,Amravati,Industrial Area,2007.0,Summer,8.61,10.58,52.08,,
7703,Maharashtra,Amravati,Industrial Area,2007.0,Winter,9.8,12.92,58.47,,
7704,Maharashtra,Amravati,Industrial Area,2008.0,Autumn,10.54,12.86,67.92,,
7705,Maharashtra,Amravati,Industrial Area,2008.0,Spring,9.36,12.34,63.46,,
7706,Maharashtra,Amravati,Industrial Area,2008.0,Summer,9.74,13.12,65.0,,
7707,Maharashtra,Amravati,Industrial Area,2008.0,Winter,9.71,12.46,60.81,,
7708,Maharashtra,Amravati,Industrial Area,2009.0,Autumn,11.64,13.94,93.58,,
7709,Maharashtra,Amravati,Industrial Area,2009.0,Spring,12.07,14.28,89.36,,
7710,Maharashtra,Amravati,Industrial Area,2009.0,Summer,10.93,12.81,89.85,,
7711,Maharashtra,Amravati,Industrial Area,2009.0,Winter,10.87,12.97,88.32,,
7712,Maharashtra,Amravati,Residential and others,2006.0,Autumn,11.86,20.36,,,
7713,Maharashtra,Amravati,Residential and others,2006.0,Spring,10.66,15.5,,,
7714,Maharashtra,Amravati,Residential and others,2006.0,Summer,9.4,22.4,,,
7715,Maharashtra,Amravati,Residential and others,2006.0,Winter,11.6,14.51,,,
7716,Maharashtra,Amravati,Residential and others,2007.0,Autumn,10.02,12.3,54.96,,
7717,Maharashtra,Amravati,Residential and others,2007.0,Spring,11.42,14.99,74.41,,
7718,Maharashtra,Amravati,Residential and others,2007.0,Summer,8.91,11.48,57.67,,
7719,Maharashtra,Amravati,Residential and others,2007.0,Winter,9.63,13.47,61.71,,
7720,Maharashtra,Amravati,Residential and others,2008.0,Autumn,9.78,12.72,72.27,,
7721,Maharashtra,Amravati,Residential and others,2008.0,Spring,9.32,12.69,65.04,,
7722,Maharashtra,Amravati,Residential and others,2008.0,Summer,9.39,11.91,61.15,,
7723,Maharashtra,Amravati,Residential and others,2008.0,Winter,9.05,12.21,69.9,,
7724,Maharashtra,Amravati,Residential and others,2009.0,Autumn,11.7,13.94,93.37,,
7725,Maharashtra,Amravati,Residential and others,2009.0,Spring,11.51,13.71,92.98,,
7726,Maharashtra,Amravati,Residential and others,2009.0,Summer,11.17,12.97,85.39,,
7727,Maharashtra,Amravati,Residential and others,2009.0,Winter,10.7,12.92,87.69,,
7728,Maharashtra,Amravati,"Residential, Rural and other Areas",2010.0,Autumn,11.89,14.19,105.04,,
7729,Maharashtra,Amravati,"Residential, Rural and other Areas",2010.0,Spring,12.77,15.21,128.6,,
7730,Maharashtra,Amravati,"Residential, Rural and other Areas",2010.0,Summer,11.15,13.32,114.58,,
7731,Maharashtra,Amravati,"Residential, Rural and other Areas",2010.0,Winter,12.26,14.34,116.68,,
7732,Maharashtra,Amravati,"Residential, Rural and other Areas",2011.0,Autumn,10.85,12.92,90.21,,
7733,Maharashtra,Amravati,"Residential, Rural and other Areas",2011.0,Spring,11.43,13.78,107.04,,
7734,Maharashtra,Amravati,"Residential, Rural and other Areas",2011.0,Summer,10.91,12.85,87.13,,
7735,Maharashtra,Amravati,"Residential, Rural and other Areas",2011.0,Winter,11.82,13.94,103.76,,
7736,Maharashtra,Amravati,"Residential, Rural and other Areas",2012.0,Autumn,11.37,13.47,91.05,,
7737,Maharashtra,Amravati,"Residential, Rural and other Areas",2012.0,Spring,11.77,13.87,113.45,,
7738,Maharashtra,Amravati,"Residential, Rural and other Areas",2012.0,Summer,10.97,12.92,98.1,,
7739,Maharashtra,Amravati,"Residential, Rural and other Areas",2012.0,Winter,11.38,13.36,97.79,,
7740,Maharashtra,Amravati,"Residential, Rural and other Areas",2013.0,Autumn,11.17,12.91,110.46,,
7741,Maharashtra,Amravati,"Residential, Rural and other Areas",2013.0,Spring,11.37,13.0,109.47,,
7742,Maharashtra,Amravati,"Residential, Rural and other Areas",2013.0,Summer,10.54,12.64,107.79,,
7743,Maharashtra,Amravati,"Residential, Rural and other Areas",2013.0,Winter,11.36,12.96,107.07,,
7744,Maharashtra,Amravati,"Residential, Rural and other Areas",2014.0,Autumn,11.43,12.91,100.77,,
7745,Maharashtra,Amravati,"Residential, Rural and other Areas",2014.0,Spring,11.94,13.61,116.35,,
7746,Maharashtra,Amravati,"Residential, Rural and other Areas",2014.0,Summer,11.43,13.0,104.89,,
7747,Maharashtra,Amravati,"Residential, Rural and other Areas",2014.0,Winter,11.39,12.93,108.39,,
7748,Maharashtra,Amravati,"Residential, Rural and other Areas",2015.0,Autumn,12.06,13.37,108.27,,
7749,Maharashtra,Amravati,"Residential, Rural and other Areas",2015.0,Spring,12.29,13.88,109.59,,
7750,Maharashtra,Amravati,"Residential, Rural and other Areas",2015.0,Summer,11.63,12.97,103.8,,
7751,Maharashtra,Amravati,"Residential, Rural and other Areas",2015.0,Winter,11.69,13.08,106.04,,
7986,Maharashtra,Chandrapur,Industrial Area,2001.0,Autumn,26.43,52.17,,155.0,
7987,Maharashtra,Chandrapur,Industrial Area,2001.0,Winter,29.53,52.5,,188.67,
7988,Maharashtra,Chandrapur,Industrial Area,2002.0,Autumn,16.73,27.6,,93.0,
7989,Maharashtra,Chandrapur,Industrial Area,2002.0,Spring,15.77,50.37,,,
7990,Maharashtra,Chandrapur,Industrial Area,2002.0,Summer,16.3,45.73,,,
7991,Maharashtra,Chandrapur,Industrial Area,2002.0,Winter,19.0,43.33,,286.0,
7992,Maharashtra,Chandrapur,Industrial Area,2010.0,Autumn,20.88,23.43,146.37,468.69,
7993,Maharashtra,Chandrapur,Industrial Area,2010.0,Spring,34.59,21.59,173.58,504.92,
7994,Maharashtra,Chandrapur,Industrial Area,2010.0,Summer,21.27,20.02,125.98,356.88,
7995,Maharashtra,Chandrapur,Industrial Area,2010.0,Winter,33.49,27.08,165.21,426.88,
7996,Maharashtra,Chandrapur,Industrial Area,2011.0,Autumn,17.84,24.84,145.4,,
7997,Maharashtra,Chandrapur,Industrial Area,2011.0,Spring,34.14,28.55,190.6,,
7998,Maharashtra,Chandrapur,Industrial Area,2011.0,Summer,17.25,20.51,132.13,,
7999,Maharashtra,Chandrapur,Industrial Area,2011.0,Winter,19.38,28.18,163.26,,
8000,Maharashtra,Chandrapur,Industrial Area,2012.0,Autumn,8.07,12.23,156.18,,
8001,Maharashtra,Chandrapur,Industrial Area,2012.0,Spring,10.36,19.6,126.62,,
8002,Maharashtra,Chandrapur,Industrial Area,2012.0,Summer,11.51,16.2,140.93,,
8003,Maharashtra,Chandrapur,Industrial Area,2012.0,Winter,14.25,25.49,134.45,,
8004,Maharashtra,Chandrapur,Industrial Area,2013.0,Autumn,16.1,25.62,116.42,,
8005,Maharashtra,Chandrapur,Industrial Area,2013.0,Spring,18.21,16.83,138.62,,
8006,Maharashtra,Chandrapur,Industrial Area,2013.0,Summer,14.11,17.66,101.43,,
8007,Maharashtra,Chandrapur,Industrial Area,2013.0,Winter,8.44,20.58,113.31,,
8008,Maharashtra,Chandrapur,Industrial Area,2014.0,Autumn,7.72,19.48,158.35,,
8009,Maharashtra,Chandrapur,Industrial Area,2014.0,Spring,11.92,26.38,154.22,,
8010,Maharashtra,Chandrapur,Industrial Area,2014.0,Summer,9.4,25.15,108.61,,
8011,Maharashtra,Chandrapur,Industrial Area,2014.0,Winter,7.78,28.95,121.77,,
8012,Maharashtra,Chandrapur,Industrial Area,2015.0,Autumn,5.59,20.93,81.49,,
8013,Maharashtra,Chandrapur,Industrial Area,2015.0,Spring,4.35,15.19,92.7,,
8014,Maharashtra,Chandrapur,Industrial Area,2015.0,Summer,4.0,18.96,63.64,,
8015,Maharashtra,Chandrapur,Industrial Area,2015.0,Winter,7.98,22.03,86.39,,
8016,Maharashtra,Chandrapur,Industrial Area,2005.0,Autumn,23.99,34.07,92.5,155.32,
8017,Maharashtra,Chandrapur,Industrial Area,2005.0,Spring,30.08,41.5,162.61,230.36,
8018,Maharashtra,Chandrapur,Industrial Area,2005.0,Summer,25.7,36.57,108.77,183.91,
8019,Maharashtra,Chandrapur,Industrial Area,2005.0,Winter,28.89,39.5,123.24,183.5,
8020,Maharashtra,Chandrapur,Industrial Area,2006.0,Autumn,33.58,40.16,89.33,137.35,
8021,Maharashtra,Chandrapur,Industrial Area,2006.0,Spring,28.69,37.3,75.58,119.58,
8022,Maharashtra,Chandrapur,Industrial Area,2006.0,Summer,32.77,41.45,105.08,142.32,
8023,Maharashtra,Chandrapur,Industrial Area,2006.0,Winter,34.32,40.85,107.67,164.26,
8024,Maharashtra,Chandrapur,Industrial Area,2007.0,Autumn,28.96,43.19,104.64,160.64,
8025,Maharashtra,Chandrapur,Industrial Area,2007.0,Spring,53.03,48.1,173.59,229.04,
8026,Maharashtra,Chandrapur,Industrial Area,2007.0,Summer,38.37,47.91,115.42,195.33,
8027,Maharashtra,Chandrapur,Industrial Area,2007.0,Winter,41.78,44.77,189.41,247.07,
8028,Maharashtra,Chandrapur,Industrial Area,2008.0,Autumn,40.72,60.68,150.53,190.47,
8029,Maharashtra,Chandrapur,Industrial Area,2008.0,Spring,35.49,59.18,166.57,249.3,
8030,Maharashtra,Chandrapur,Industrial Area,2008.0,Summer,35.18,56.49,160.05,202.26,
8031,Maharashtra,Chandrapur,Industrial Area,2008.0,Winter,36.23,56.1,151.91,212.5,
8032,Maharashtra,Chandrapur,Industrial Area,2009.0,Autumn,56.58,31.99,144.21,433.67,
8033,Maharashtra,Chandrapur,Industrial Area,2009.0,Spring,38.28,45.18,100.0,181.23,
8034,Maharashtra,Chandrapur,Industrial Area,2009.0,Summer,37.76,26.05,119.18,319.82,
8035,Maharashtra,Chandrapur,Industrial Area,2009.0,Winter,40.1,38.21,121.78,241.74,
8036,Maharashtra,Chandrapur,Residential and others,2005.0,Autumn,18.67,28.61,90.28,130.66,
8037,Maharashtra,Chandrapur,Residential and others,2005.0,Spring,26.04,36.31,131.03,189.07,
8038,Maharashtra,Chandrapur,Residential and others,2005.0,Summer,19.44,29.75,89.8,170.46,
8039,Maharashtra,Chandrapur,Residential and others,2005.0,Winter,21.72,31.72,118.21,161.55,
8040,Maharashtra,Chandrapur,Residential and others,2006.0,Autumn,33.35,38.1,113.19,177.07,
8041,Maharashtra,Chandrapur,Residential and others,2006.0,Spring,22.06,31.09,93.31,148.06,
8042,Maharashtra,Chandrapur,Residential and others,2006.0,Summer,22.7,33.1,98.55,143.19,
8043,Maharashtra,Chandrapur,Residential and others,2006.0,Winter,24.9,32.8,124.28,195.38,
8044,Maharashtra,Chandrapur,Residential and others,2007.0,Autumn,30.94,47.72,157.11,235.84,
8045,Maharashtra,Chandrapur,Residential and others,2007.0,Spring,44.39,56.84,190.75,261.02,
8046,Maharashtra,Chandrapur,Residential and others,2007.0,Summer,30.53,43.48,128.61,225.24,
8047,Maharashtra,Chandrapur,Residential and others,2007.0,Winter,36.88,48.17,207.62,291.44,
8048,Maharashtra,Chandrapur,Residential and others,2008.0,Autumn,34.17,53.53,173.42,228.42,
8049,Maharashtra,Chandrapur,Residential and others,2008.0,Spring,32.04,54.28,193.0,276.32,
8050,Maharashtra,Chandrapur,Residential and others,2008.0,Summer,31.1,50.96,164.91,237.77,
8051,Maharashtra,Chandrapur,Residential and others,2008.0,Winter,33.72,54.12,169.49,238.43,
8052,Maharashtra,Chandrapur,Residential and others,2009.0,Autumn,48.97,32.52,119.05,312.76,
8053,Maharashtra,Chandrapur,Residential and others,2009.0,Spring,33.35,38.16,105.81,200.87,
8054,Maharashtra,Chandrapur,Residential and others,2009.0,Summer,28.15,26.22,74.09,175.94,
8055,Maharashtra,Chandrapur,Residential and others,2009.0,Winter,30.59,39.31,135.73,244.84,
8080,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2001.0,Autumn,24.4,51.03,,157.0,
8081,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2001.0,Winter,25.33,51.17,,189.33,
8082,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2002.0,Autumn,16.07,26.27,,127.0,
8083,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2002.0,Spring,14.0,49.37,,,
8084,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2002.0,Summer,17.23,46.0,,140.0,
8085,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2002.0,Winter,17.97,42.03,,151.0,
8086,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2010.0,Autumn,17.45,27.92,133.08,382.51,
8087,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2010.0,Spring,32.38,32.19,166.66,512.2,
8088,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2010.0,Summer,21.16,23.62,107.3,325.31,
8089,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2010.0,Winter,30.77,36.75,157.32,427.38,
8090,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2011.0,Autumn,18.63,26.83,136.02,,
8091,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2011.0,Spring,33.3,35.3,153.91,,
8092,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2011.0,Summer,17.82,25.54,124.4,,
8093,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2011.0,Winter,17.54,30.57,159.43,,
8094,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2012.0,Autumn,9.44,15.4,152.27,,
8095,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2012.0,Spring,12.47,18.78,161.19,,
8096,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2012.0,Summer,12.35,18.92,124.83,,
8097,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2012.0,Winter,12.25,23.87,153.31,,
8098,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2013.0,Autumn,12.18,26.3,105.82,,
8099,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2013.0,Spring,14.99,22.06,142.14,,
8100,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2013.0,Summer,12.52,19.4,100.58,,
8101,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2013.0,Winter,9.62,25.39,152.35,,
8102,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2014.0,Autumn,8.67,29.18,147.08,,
8103,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2014.0,Spring,11.37,33.18,184.41,,
8104,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2014.0,Summer,8.07,30.02,119.32,,
8105,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2014.0,Winter,5.68,33.8,163.63,,
8106,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2015.0,Autumn,4.48,20.69,90.38,,
8107,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2015.0,Spring,4.63,19.98,119.59,,
8108,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2015.0,Summer,4.0,20.18,77.55,,
8109,Maharashtra,Chandrapur,"Residential, Rural and other Areas",2015.0,Winter,10.28,21.34,118.53,,
8165,Maharashtra,Jalgaon,Industrial Area,2011.0,Autumn,21.65,45.96,130.69,,
8166,Maharashtra,Jalgaon,Industrial Area,2011.0,Spring,23.44,49.4,143.76,,
8167,Maharashtra,Jalgaon,Industrial Area,2011.0,Summer,19.19,43.46,115.42,,
8168,Maharashtra,Jalgaon,Industrial Area,2011.0,Winter,24.5,50.79,146.54,,
8169,Maharashtra,Jalgaon,Industrial Area,2012.0,Autumn,36.56,69.32,123.64,,
8170,Maharashtra,Jalgaon,Industrial Area,2012.0,Spring,39.06,68.11,132.56,,
8171,Maharashtra,Jalgaon,Industrial Area,2012.0,Summer,39.31,76.85,136.79,,
8172,Maharashtra,Jalgaon,Industrial Area,2012.0,Winter,37.8,68.56,142.0,,
8173,Maharashtra,Jalgaon,Industrial Area,2013.0,Autumn,21.7,45.72,112.33,,
8174,Maharashtra,Jalgaon,Industrial Area,2013.0,Spring,27.98,50.19,117.55,,
8175,Maharashtra,Jalgaon,Industrial Area,2013.0,Summer,20.67,41.65,101.56,,
8176,Maharashtra,Jalgaon,Industrial Area,2013.0,Winter,25.62,59.22,127.24,,
8177,Maharashtra,Jalgaon,Industrial Area,2014.0,Autumn,20.65,47.38,131.04,,
8178,Maharashtra,Jalgaon,Industrial Area,2014.0,Spring,23.67,50.33,131.56,,
8179,Maharashtra,Jalgaon,Industrial Area,2014.0,Summer,17.5,43.42,109.5,,
8180,Maharashtra,Jalgaon,Industrial Area,2014.0,Winter,22.37,46.22,120.37,,
8181,Maharashtra,Jalgaon,Industrial Area,2015.0,Autumn,14.85,38.7,110.81,,
8182,Maharashtra,Jalgaon,Industrial Area,2015.0,Spring,21.35,49.85,118.96,,
8183,Maharashtra,Jalgaon,Industrial Area,2015.0,Summer,14.33,38.17,101.96,,
8184,Maharashtra,Jalgaon,Industrial Area,2015.0,Winter,18.48,45.56,121.81,,
